Date,AAPL,ABBV,ABT,ACN,AGN,AIG,ALL,AMGN,AMZN,AXP,BA,BAC,BIIB,BK,BLK,BMY,C,CAT,CELG,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMC,EMR,EXC,F,FB,FDX,FOX,FOXA,GD,GE,GILD,GM,GOOG,GOOGL,GS,HAL,HD,HON,IBM,INTC,JNJ,JPM,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MON,MRK,MS,MSFT,NEE,NKE,ORCL,OXY,PCLN,PEP,PFE,PG,PM,PYPL,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TWX,TXN,UNH,UNP,UPS,USB,USD,UTX,V,VZ,WBA
2020-01-02 00:00:00,73.44939422607422,77.1987533569336,82.5325698852539,200.73365783691406,,47.34675216674805,104.02320098876953,217.77122497558594,94.90049743652344,120.65303802490234,331.34857177734375,33.27870178222656,294.239990234375,46.17588806152344,473.208740234375,57.7154541015625,72.12628936767578,139.1865692138672,,63.117496490478516,42.13783645629883,97.96029663085938,57.7049446105957,277.1844482421875,44.06574249267578,68.08098602294922,104.47489929199219,59.62649154663086,153.41018676757812,148.1999969482422,45.44707489013672,79.30563354492188,14100.0,71.47344207763672,28.995437622070312,8.395804405212402,,148.05508422851562,34.94105911254883,35.599117279052734,164.3124542236328,73.57810974121094,57.492733001708984,36.76361846923828,68.36849975585938,68.43399810791016,219.081787109375,23.673965454101562,205.0469512939453,169.28369140625,110.23249816894531,54.984596252441406,134.10025024414062,127.8030014038086,17.039913177490234,50.064266204833984,125.54827880859375,368.26123046875,113.97512817382812,298.0571594238281,187.32205200195312,50.76811981201172,106.26856994628906,45.980125427246094,159.24908447265625,38.75735092163086,,79.58069610595703,47.28487014770508,155.7617950439453,55.76416778564453,99.4115982055664,51.13051223754883,40.842552185058594,,124.8863525390625,32.95145034790039,113.91985321044922,72.04460906982422,110.75,83.11598205566406,,83.70211791992188,37.4200439453125,54.827938079833984,122.01625061035156,22.41714096069336,118.62799072265625,,118.74573516845703,280.1859436035156,170.04733276367188,106.1695556640625,52.72360610961914,15.942556381225586,,187.00747680664062,52.23039627075195,51.409263610839844
2020-01-03 00:00:00,72.73533630371094,76.46600341796875,81.52642822265625,200.3993377685547,,46.98085403442383,104.03241729736328,216.29283142089844,93.74849700927734,119.45465087890625,330.7919006347656,32.587738037109375,290.8500061035156,45.586448669433594,468.178955078125,57.205177307128906,70.76774597167969,137.2540740966797,,63.02485275268555,41.8034782409668,96.4380874633789,57.91651153564453,277.4126892089844,43.34679412841797,67.53935241699219,104.11354064941406,58.36824035644531,152.4607391357422,146.5,44.32252883911133,79.35830688476562,14900.0,70.49560546875,29.08479118347168,8.208638191223145,,146.22227478027344,34.59606170654297,35.21018981933594,165.92398071289062,73.82482147216797,57.35171890258789,35.721092224121094,68.03299713134766,68.07599639892578,216.51995849609375,23.750701904296875,204.36553955078125,167.47653198242188,109.35337829589844,54.3158073425293,132.5476837158203,126.1164779663086,17.16949462890625,49.7911376953125,125.13043212890625,381.5118713378906,113.16143035888672,295.1492614746094,186.6597137451172,50.68402099609375,105.63778686523438,45.50802993774414,157.87777709960938,39.056396484375,,78.89763641357422,46.52162551879883,153.82228088378906,56.16145324707031,99.13923645019531,50.950435638427734,41.830528259277344,,124.71161651611328,32.7746467590332,113.15370178222656,71.9092788696289,108.76000213623047,81.5509262084961,,83.2149887084961,37.78335189819336,54.77540588378906,122.23490142822266,22.53251838684082,117.39534759521484,,117.16942596435547,277.3506164550781,168.84385681152344,106.10591888427734,52.109092712402344,15.43293285369873,,185.5201416015625,51.6743049621582,51.409263610839844
2020-01-06 00:00:00,73.31488037109375,77.06944274902344,81.95355987548828,199.09071350097656,,47.01744842529297,104.336669921875,217.95263671875,95.14399719238281,118.93697357177734,331.7660827636719,32.54104995727539,290.82000732421875,46.012664794921875,468.5787658691406,57.387420654296875,70.5457763671875,137.16163635253906,,63.460323333740234,41.48769760131836,95.56826782226562,58.60410690307617,277.48876953125,43.50150680541992,67.80558013916016,103.76078796386719,57.955081939697266,152.91571044921875,145.64999389648438,44.14496612548828,79.74456787109375,14900.0,71.07677459716797,29.129467010498047,8.164072036743164,,146.3368682861328,34.51460266113281,35.118953704833984,167.682861328125,74.87327575683594,57.862911224365234,35.24900817871094,69.71050262451172,69.8905029296875,218.73583984375,24.355018615722656,205.32701110839844,166.2124481201172,109.15801239013672,54.162174224853516,132.38235473632812,126.01617431640625,17.234289169311523,49.77293014526367,125.59577178955078,380.9309387207031,113.87105560302734,295.9351806640625,188.75877380371094,50.59992218017578,106.57467651367188,45.38333511352539,158.02818298339844,39.21378707885742,,79.23485565185547,46.358070373535156,154.21990966796875,56.44187927246094,99.05169677734375,51.2158088684082,43.21176528930664,,125.18975830078125,32.73255920410156,113.31061553955078,72.74652099609375,110.16999816894531,81.07300567626953,,82.5592269897461,38.02554702758789,54.994293212890625,122.8740463256836,22.55559539794922,116.28500366210938,,116.3537826538086,279.27587890625,167.39776611328125,105.63320922851562,51.39661407470703,15.186820030212402,,185.1189727783203,51.563072204589844,51.85304260253906
2020-01-07 00:00:00,72.97007751464844,76.6297836303711,81.49795532226562,194.79232788085938,,46.752166748046875,103.44230651855469,215.90281677246094,95.34300231933594,118.31379699707031,335.28515625,32.32628631591797,290.0899963378906,46.47515869140625,471.57244873046875,58.25305938720703,69.93309020996094,135.34930419921875,,62.58937072753906,41.9262809753418,94.62279510498047,58.60410690307617,277.05133056640625,43.21938705444336,67.54855346679688,102.43579864501953,57.06303405761719,154.41903686523438,145.6999969482422,44.1280517578125,79.24418640136719,15700.0,71.25203704833984,29.154998779296875,8.244288444519043,,147.7687225341797,34.95064163208008,35.599117279052734,165.7766571044922,74.3182144165039,57.39579391479492,34.57038879394531,69.66699981689453,69.75550079345703,220.1757049560547,23.664369583129883,203.98280334472656,166.3061065673828,109.23126983642578,53.258419036865234,133.19073486328125,123.87386322021484,17.274782180786133,49.39055633544922,125.83314514160156,382.21270751953125,113.18980407714844,294.93310546875,189.0386962890625,50.3849983215332,106.20362854003906,45.68617630004883,157.39117431640625,39.00918197631836,,77.12515258789062,46.267208099365234,152.81373596191406,56.392799377441406,99.0030746459961,51.32953643798828,43.422794342041016,,123.2220230102539,32.623111724853516,112.60906982421875,73.0678939819336,109.66999816894531,83.3783950805664,,82.30631256103516,37.829925537109375,54.827938079833984,121.4780502319336,22.642120361328125,116.49200439453125,,118.59911346435547,277.5899963378906,166.12896728515625,105.45140075683594,50.90678787231445,15.552258491516113,,184.62974548339844,50.98987579345703,51.59199523925781
2020-01-08 00:00:00,74.1438980102539,77.17289733886719,81.83016967773438,195.17440795898438,,47.3010139465332,103.72814178466797,216.0660858154297,94.59850311279297,120.35584259033203,329.41009521484375,32.65309524536133,292.6600036621094,46.52955627441406,471.4609069824219,58.189273834228516,70.46586608886719,136.55133056640625,,64.18304443359375,42.355525970458984,95.625,57.24654769897461,280.2274169921875,43.246681213378906,66.7039566040039,101.26571655273438,57.74849319458008,154.5772705078125,145.39999389648438,44.584632873535156,79.35830688476562,16300.0,71.50111389160156,29.365623474121094,8.244288444519043,,149.9928436279297,34.90272521972656,35.637535095214844,166.20025634765625,73.63978576660156,57.99513244628906,34.07863235473633,70.21600341796875,70.25199890136719,222.29806518554688,23.069643020629883,207.0352325439453,166.44651794433594,110.14295959472656,53.29457092285156,133.1724090576172,124.84017181396484,17.137102127075195,49.481597900390625,126.97269439697266,379.01300048828125,114.98753356933594,300.1370849609375,192.09866333007812,50.506473541259766,108.06815338134766,46.16717529296875,159.8064727783203,39.4105224609375,,76.60636901855469,46.85780715942383,155.2478485107422,56.36709976196289,98.77934265136719,51.52944564819336,43.14461898803711,,123.85648345947266,32.88409423828125,113.08908081054688,74.454833984375,111.81999969482422,83.13471221923828,,83.2618408203125,36.71207809448242,54.810420989990234,122.2769546508789,22.711345672607422,116.11563110351562,,118.91986083984375,283.4427490234375,167.94822692871094,106.0513687133789,50.7999153137207,15.537343978881836,,187.79022216796875,51.08397674560547,48.58122634887695
2020-01-09 00:00:00,75.7187728881836,77.7677230834961,82.0484848022461,196.91285705566406,,47.82241439819336,104.90834045410156,216.7100372314453,95.05249786376953,122.53208923339844,334.3507080078125,32.70912170410156,294.29998779296875,46.6837158203125,477.0391540527344,59.638084411621094,71.10516357421875,136.20924377441406,,64.729736328125,42.467498779296875,96.9202880859375,58.242671966552734,284.725341796875,43.064674377441406,66.88755798339844,101.10224151611328,57.2320442199707,155.94215393066406,144.8300018310547,44.1280517578125,79.55145263671875,16300.0,71.76863098144531,29.454971313476562,8.25320053100586,,150.87107849121094,34.979393005371094,35.70475387573242,167.24087524414062,73.45477294921875,58.03037643432617,34.50154495239258,70.99150085449219,70.989501953125,226.8233184814453,23.203935623168945,210.2091064453125,167.6731719970703,111.30699920654297,53.592803955078125,133.56741333007812,125.2959976196289,17.452953338623047,50.3829231262207,129.0713348388672,382.6092224121094,115.47952270507812,304.07196044921875,194.375,50.63728713989258,109.82138061523438,46.64817810058594,160.3107452392578,39.7961311340332,,77.28076934814453,47.303035736083984,157.18734741210938,56.808780670166016,98.71125793457031,51.767425537109375,43.51870346069336,,123.9392318725586,32.740970611572266,114.3260269165039,74.65779876708984,112.56999969482422,84.2593002319336,,84.80753326416016,37.13127517700195,55.38829803466797,121.29302978515625,22.78091049194336,116.20972442626953,,120.35871887207031,281.8335266113281,167.08990478515625,106.29682922363281,50.81772232055664,15.716333389282227,,189.0916290283203,50.8721923828125,47.580543518066406
2020-01-10 00:00:00,75.88996124267578,76.77633666992188,81.02334594726562,198.3551788330078,,47.593727111816406,104.60405731201172,216.1023712158203,94.15799713134766,122.02399444580078,327.96868896484375,32.438331604003906,296.510009765625,45.831295013427734,476.183837890625,59.4376220703125,70.3681869506836,135.11814880371094,,64.99842834472656,41.972938537597656,96.01264190673828,57.669673919677734,282.6522216796875,42.891754150390625,66.19904327392578,100.18163299560547,56.067684173583984,156.38722229003906,144.6199951171875,43.54463577270508,79.39342498779297,17000.0,70.97529602050781,29.525177001953125,8.244288444519043,,149.51560974121094,34.58168029785156,35.26300811767578,165.30697631835938,71.97456359863281,57.31645584106445,34.07863235473633,71.48650360107422,71.447998046875,226.3651885986328,23.098419189453125,209.30360412597656,167.3079833984375,111.26629638671875,53.267452239990234,133.2642822265625,124.04702758789062,17.420560836791992,50.5558967590332,131.0465545654297,381.5948181152344,114.48606872558594,306.10833740234375,193.36744689941406,50.693363189697266,110.05327606201172,46.73725128173828,159.66490173339844,39.52070236206055,,77.41048431396484,47.439334869384766,156.46002197265625,56.91627883911133,98.1470718383789,51.83407974243164,44.02708053588867,,123.70018768310547,33.24610137939453,114.4367904663086,73.96434020996094,112.93000030517578,84.58732604980469,,84.46092987060547,37.103328704833984,55.738525390625,121.76395416259766,22.6458683013916,117.36711120605469,,119.13982391357422,282.7052307128906,166.00770568847656,105.33322143554688,50.47038650512695,15.514969825744629,,189.6004180908203,50.99321746826172,47.180267333984375
2020-01-13 00:00:00,77.51129150390625,76.31080627441406,80.79556274414062,200.19871520996094,,48.133426666259766,105.55376434326172,214.88697814941406,94.56500244140625,123.2319564819336,328.26690673828125,32.73713302612305,293.8999938964844,46.13962936401367,486.34576416015625,60.275936126708984,71.61128234863281,135.75616455078125,,64.98917388916016,42.73811340332031,96.35301971435547,57.41402816772461,285.1531982421875,43.65621566772461,66.79574584960938,100.37091827392578,56.71559524536133,157.8213653564453,143.8800048828125,44.263336181640625,80.09571838378906,17000.0,71.39039611816406,29.48050880432129,8.23537540435791,,152.04522705078125,34.787723541259766,35.52228927612305,166.798828125,74.74993133544922,56.681861877441406,34.403194427490234,71.96150207519531,72.00150299072266,229.26358032226562,22.781869888305664,208.48214721679688,169.73313903808594,111.1930160522461,53.854896545410156,133.85218811035156,125.07720184326172,17.452953338623047,51.10215377807617,131.93917846679688,386.3805847167969,114.53337097167969,310.0826110839844,192.6584014892578,51.011070251464844,109.46887969970703,46.83523941040039,160.06301879882812,39.94564437866211,,77.3931884765625,47.95724868774414,158.34132385253906,57.58230209350586,99.37271118164062,51.95782470703125,44.66974639892578,,125.5391616821289,33.17875671386719,115.2768325805664,74.2687759399414,115.27999877929688,85.25269317626953,,85.32278442382812,36.544395446777344,56.50902557373047,122.18444061279297,22.36991310119629,116.55787658691406,,119.093994140625,273.81585693359375,167.8362274169922,106.13318634033203,50.50600814819336,15.855545997619629,,191.12686157226562,51.131526947021484,47.04104232788086
2020-01-14 00:00:00,76.46464538574219,77.06221008300781,81.72969055175781,198.42208862304688,,47.87730026245117,104.92678833007812,217.68055725097656,93.47200012207031,123.4812240600586,330.3843078613281,32.97990798950195,298.9700012207031,46.25749588012695,481.89239501953125,60.5401725769043,72.73006439208984,135.626708984375,,65.1281509399414,42.95274353027344,96.96756744384766,57.4228401184082,285.0390930175781,43.49240493774414,67.77803802490234,100.0611801147461,56.49962615966797,159.62139892578125,145.1999969482422,44.17033004760742,80.14839172363281,15850.0,70.91071319580078,29.23797035217285,8.279938697814941,,154.7657928466797,35.017730712890625,35.781578063964844,166.65150451660156,74.19486236572266,56.58491134643555,34.57038879394531,71.54399871826172,71.52950286865234,229.68429565429688,22.964126586914062,207.9874267578125,168.96533203125,110.55810546875,53.710296630859375,134.60552978515625,126.53583526611328,17.38006591796875,50.983802795410156,133.56298828125,383.72491455078125,113.60613250732422,305.58697509765625,193.41407775878906,50.63728713989258,108.56907653808594,46.48784637451172,160.46115112304688,40.03221130371094,,77.7563247680664,48.029937744140625,157.22613525390625,57.893131256103516,100.1119613647461,52.243408203125,45.31241226196289,,125.83341217041016,33.73439025878906,115.10143280029297,74.06581115722656,114.63999938964844,84.86844635009766,,85.23847198486328,36.8238639831543,56.841739654541016,123.73184967041016,22.364044189453125,117.86582946777344,,119.75384521484375,276.105224609375,168.6759490966797,106.60590362548828,50.39914321899414,15.880406379699707,,191.8313751220703,51.036441802978516,47.52832794189453
2020-01-15 00:00:00,76.13695526123047,77.98836517333984,83.2929916381836,198.73849487304688,,47.36505126953125,105.3509292602539,219.22244262695312,93.10099792480469,124.45911407470703,327.8493957519531,32.37297058105469,293.0899963378906,45.96731948852539,492.99322509765625,60.66775131225586,72.13514709472656,134.600341796875,,65.60069274902344,43.18603515625,96.75955200195312,57.299442291259766,286.0565490722656,43.69261932373047,69.10001373291016,99.91492462158203,57.41046142578125,159.03787231445312,144.32000732421875,44.19569778442383,81.19303131103516,15850.0,70.71701049804688,29.710269927978516,8.190811157226562,,151.92112731933594,35.25731658935547,35.99285125732422,167.24087524414062,73.20805358886719,56.49677276611328,34.57038879394531,71.95999908447266,71.95999908447266,229.26358032226562,22.609207153320312,209.64898681640625,169.22750854492188,111.20932006835938,53.267452239990234,135.05567932128906,124.63961029052734,17.339570999145508,51.62110137939453,133.9998016357422,388.1602478027344,113.08573150634766,309.1381530761719,195.6997528076172,51.15123748779297,108.83809661865234,46.18498992919922,159.05445861816406,40.33125686645508,,79.14837646484375,48.102630615234375,158.2443389892578,58.7928466796875,99.9854965209961,52.129173278808594,45.33159255981445,,127.99423217773438,34.23952865600586,116.27378845214844,74.69163513183594,114.8499984741211,84.03440856933594,,85.75370025634766,35.70600891113281,57.41960906982422,123.70661926269531,22.23487091064453,110.09342193603516,,118.37916564941406,283.9313659667969,168.6759490966797,107.20588684082031,48.956363677978516,15.534856796264648,,195.5006866455078,51.08829879760742,47.362998962402344
